victim;gang;date;Victim Country;Victim sectors;NumberN/AofN/Aemployees;Sales;Ransom Currency;Ransom Paid
NUAIRE;hiveleak;25/5/2022;Canada;Industrial;;;;
IGHQ;hiveleak;25/5/2022;Usa;Public;;;;
Huge iCloud Nudes;darkleakmarket;25/5/2022;;Entertainment;;;;
Yachiyo Of America;hiveleak;25/5/2022;Usa;Industrial;;;;
AGCO;blackbasta;25/5/2022;China;Hospitality;;;;
LCRD;conti;25/5/2022;Usa;Public;;;;
The Contact Company;conti;25/5/2022;Uk;Service;;;;
pointsbet;lockbit2;25/5/2022;Usa;Entertainment;;;;
TRANSCONTRACT;kelvinsecurity;24/5/2022;Uk;Transportation;;;;
Mansfield Energy;kelvinsecurity;24/5/2022;Usa;Energy;;;;
Central Restaurant Products;conti;24/5/2022;Usa;Industrial;;;;
Schaumburg Park District;conti;24/5/2022;Usa;Public;;;;
vitalprev.b;lockbit2;24/5/2022;Brazil;Healthcare;;;;
petlink;lockbit2;24/5/2022;Canada;Service;;;;
kuwaitflourmill;lockbit2;24/5/2022;Kuwait;Hospitality;;;;
erdwaermegruen;lockbit2;24/5/2022;Germany;Energy;;;;
architectenbure;lockbit2;24/5/2022;;Industrial;;;;
Allports Group;blackbasta;24/5/2022;Uk;Industrial;;;;
RateGain;hiveleak;24/5/2022;Usa;Technology;;;;
Peregrine Petroleum;blacksuit;15/6/2024;Usa;Energy;85;$10.1M;;
intertabak;lockbit2;24/5/2022;Switzerland;Industrial;;;;
virtusadvocate;lockbit2;24/5/2022;;Service;;;;
Imagen Television;alphv;24/5/2022;Mexico;Entertainment;;;;
NEWCOURSECC;clop;23/5/2022;Usa;Technology;;;;
Germany Corporation VMTGmbh;ragnarlocker;23/5/2022;Germany;Industrial;;;;
Active Communications International;quantum;23/5/2022;Uk;Service;;;;
Transsion Holdings;quantum;23/5/2022;China;Industrial;;;;
Eurocept;quantum;23/5/2022;Netherlands;Industrial;;;;
Imenco AS;conti;23/5/2022;Norway;Industrial;;;;
Concepts in Millwork;conti;23/5/2022;Usa;Industrial;;;;
Eurofred;conti;23/5/2022;Spain;Transportation;;;;
Agile Sourcing Partners;conti;23/5/2022;Usa;Energy;;;;
Alimentos y Frutos S.A.;conti;23/5/2022;Chile;Hospitality;;;;
Worksoft;conti;23/5/2022;Usa;Technology;;;;
Omicron Consulting S.r.L;conti;23/5/2022;Italy;Communication;;;;
Pianca;conti;23/5/2022;Italy;Service;;;;
Aat Claims Service;conti;23/5/2022;Usa;Service;;;;
berschneider;lockbit2;23/5/2022;Germany;Hospitality;;;;
etrp;lockbit2;23/5/2022;;;;;;
SYSOL;alphv;22/5/2022;Spain;Energy;;;;
reitzner;lockbit2;22/5/2022;Germany;Technology;;;;
HEMERIA;snatch;22/5/2022;France;Industrial;;;;
Elkuch Group;blackbasta;22/5/2022;Liechtenstein;Industrial;;;;
seatarrabida.pt;lockbit2;22/5/2022;Portugal;Industrial;;;;
focusadventure..;lockbit2;21/5/2022;Singapore;Service;;;;
Grupo Pavisa;blackbyte;21/5/2022;Mexico;Industrial;;;;
Contraloría General de la República;blackbyte;21/5/2022;Dominican republic;Public;;;;
bsm.upf.ed;lockbit2;20/5/2022;Spain;Education;;;;
salumificiovene;lockbit2;20/5/2022;Italy;Consumer;;;;
SPORTPLAZA;hiveleak;20/5/2022;Netherlands;Consumer;;;;
firbarcarolo.it;lockbit2;20/5/2022;Italy;Retail;;;;
The Catholic Foundation;vicesociety;20/5/2022;Usa;Public;;;;
morrisonexpress;lockbit2;20/5/2022;Taiwan;Transportation;;;;
bata;lockbit2;20/5/2022;;Consumer;;;;
EIITNET;hiveleak;19/5/2022;;Technology;;;;
CARTEGRAPH;hiveleak;19/5/2022;Usa;Technology;;;;
skinnertrans.ne;lockbit2;19/5/2022;Usa;Transportation;;;;
gymund.dk;lockbit2;19/5/2022;Denmark;Education;;;;
Magtek;lorenz;19/5/2022;Usa;Technology;;;;
TriKo;hiveleak;19/5/2022;;Hospitality;;;;
groupetrouille;lockbit2;19/5/2022;France;Industrial;;;;
gdctax;lockbit2;19/5/2022;Australia;Service;;;;
fedgmbh;lockbit2;19/5/2022;Germany;Industrial;;;;
Contractors Pipe and Supply Corporation;blackbasta;19/5/2022;Usa;Industrial;;;;
Boom Logistics;alphv;19/5/2022;Australia;Transportation;;;;
wsretail;lockbit2;19/5/2022;India;Retail;;;;
Atlanta Perinatal Associates;vicesociety;19/5/2022;Usa;Healthcare;;;;
Carmel College;vicesociety;19/5/2022;Uk;Education;;;;
clublinks.a;lockbit2;18/5/2022;Canada;Entertainment;;;;
clublin;lockbit2;18/5/2022;Canada;Entertainment;;;;
Xplay;darkleakmarket;18/5/2022;Canada;Technology;;;;
Tecnopack;alphv;18/5/2022;Italy;Industrial;;;;
suntecktts;lockbit2;17/5/2022;Usa;Transportation;;;;
modetransportat;lockbit2;17/5/2022;Usa;Transportation;;;;
TexIsle Supply;quantum;17/5/2022;Usa;Industrial;;;;
vivalia;lockbit2;17/5/2022;Belgium;Healthcare;;;;
2easy;lockbit2;17/5/2022;Brazil;Service;;;;
khswp;lockbit2;17/5/2022;Germany;Service;;;;
upskwt;cuba;17/5/2022;Kuwait;Service;;;;
Hirsch Watch Straps &amp Accessories;quantum;17/5/2022;Austria;Industrial;;;;
InnPower;quantum;17/5/2022;Canada;Energy;;;;
jaykal;lockbit2;17/5/2022;Usa;Technology;;;;
Brunk Industries Inc.;lorenz;16/5/2022;Usa;Technology;;;;
AmCham Shanghai;lorenz;16/5/2022;China;Public;;;;
Piggly Wiggly Alabama Distributing Company;blackbasta;16/5/2022;Usa;Consumer;;;;
sherpamarketing;lockbit2;16/5/2022;Canada;Service;;;;
cassagne.ar;lockbit2;16/5/2022;Argentina;Service;;;;
fronteousa;cuba;16/5/2022;Usa;Technology;;;;
teka.mx;lockbit2;16/5/2022;Mexico;Technology;;;;
talaadthaii;lockbit2;16/5/2022;Thailand;Hospitality;;;;
saludparatodos;lockbit2;16/5/2022;Usa;Healthcare;;;;
rexontec.tw;lockbit2;16/5/2022;Taiwan;Technology;;;;
2easy.co;lockbit2;16/5/2022;Brazil;Technology;;;;
grupocabal.cl;lockbit2;16/5/2022;Chile;Service;;;;
STU;lockbit2;16/5/2022;Usa;Education;;;;
hinakaorg;lockbit2;16/5/2022;India;Industrial;;;;
arcelormittal.h;lockbit2;16/5/2022;Luxembourg;Industrial;;;;
mercyhurst.edu;lockbit2;15/5/2022;Usa;Education;;;;
boltburdon.co.u;lockbit2;15/5/2022;Uk;Service;;;;
redgwick.;lockbit2;14/5/2022;Usa;Construction;;;;
hoffsu;lockbit2;14/5/2022;;;;;;
Lee Trevino Dental;spacebears;15/6/2024;Usa;Healthcare;;;;
For Costa Rica and US terrorists;conti;14/5/2022;;;;;;
boltburdonkemp;lockbit2;13/5/2022;Uk;Service;;;;
optoma;lockbit2;13/5/2022;Usa;Technology;;;;
Channel Navigator business intelligence IT;kelvinsecurity;13/5/2022;Usa;Communication;;;;
sgservicesud.it;lockbit2;13/5/2022;Italy;Industrial;;;;
rikennosan;lockbit2;13/5/2022;Japan;Energy;;;;
mosaiceins;lockbit2;13/5/2022;Thailand;Service;;;;
bradfordmarine;lockbit2;13/5/2022;Bahamas;Service;;;;
purapharm;lockbit2;13/5/2022;China;Industrial;;;;
alliancesand.co;lockbit2;13/5/2022;Usa;Service;;;;
agapemeanslove;lockbit2;13/5/2022;Usa;Service;;;;
M+A Partners;alphv;13/5/2022;Uk;Industrial;;;;
zineeskola.eus;lockbit2;12/5/2022;;Education;;;;
Cjk Group;conti;12/5/2022;Usa;Service;;;;
Ludwig Freytag Group;revil;12/5/2022;Germany;Construction;;;;
xydias.gr;blackbyte;12/5/2022;Greece;Industrial;;;;
usu;blackbyte;12/5/2022;Australia;Energy;;;;
atsinsubria.it;blackbyte;12/5/2022;Italy;Education;;;;
Campbell & Partners Consulting;alphv;11/5/2022;Australia;Service;;;;
saskarc;lockbit2;11/5/2022;Canada;Industrial;;;;
SimonsonLumber decided to be ed;ragnarlocker;11/5/2022;Usa;Industrial;;;;
Trans Technology Pte Ltd.;vicesociety;11/5/2022;Singapore;Technology;;;;
Caldes de Montbui;vicesociety;11/5/2022;Spain;Public;;;;
Salud Total;vicesociety;11/5/2022;Colombia;Healthcare;;;;
Black Bros. Co.;blackbasta;10/5/2022;Usa;Industrial;;;;
topaces;lockbit2;10/5/2022;Usa;Public;;;;
sportco;lockbit2;10/5/2022;Usa;Entertainment;;;;
silverbayseafoo;lockbit2;10/5/2022;Usa;Hospitality;;;;
hansh;lockbit2;10/5/2022;;;;;;
Cavender;blackbasta;9/5/2022;Usa;Consumer;;;;
Fachgroßhandel;blackbasta;9/5/2022;Germany;Service;;;;
Flexible Circuit Technologies;blackbasta;9/5/2022;Usa;Technology;;;;
shimamura.gr.jp;lockbit2;9/5/2022;Japan;Consumer;;;;
safarni;lockbit2;9/5/2022;Saudi arabia;Service;;;;
Saskatchewan Liquor and Gaming Authority;ransomhouse;9/5/2022;Canada;Retail;;;;
Jefferson Credit Union;ransomhouse;9/5/2022;Uk;Financial;;;;
Dellner Couplers AB;ransomhouse;9/5/2022;Sweden;Industrial;;;;
AHS Aviation Handling Services GmbH;ransomhouse;9/5/2022;Germany;Transportation;;;;
nipmo.dst.gov.z;lockbit2;6/5/2022;South africa;Research;;;;
mpusd.;lockbit2;6/5/2022;Canada;Education;;;;
fnoutlet;lockbit2;6/5/2022;Thailand;Industrial;;;;
Next On Hold;kelvinsecurity;6/5/2022;;;;;;
PTC Industries;kelvinsecurity;6/5/2022;India;Industrial;;;;
Rollecate Group;blackbasta;5/5/2022;Uk;Construction;;;;
Sole Technology;blackbasta;5/5/2022;Usa;Industrial;;;;
liceu.barcelon;lockbit2;5/5/2022;Spain;Entertainment;;;;
delcourt.fr;lockbit2;5/5/2022;France;Industrial;;;;
Tosoh Corporation;lorenz;5/5/2022;Japan;Industrial;;;;
welplaat;mindware;5/5/2022;Netherlands;Industrial;;;;
toshfarms;mindware;5/5/2022;Usa;Consumer;;;;
thebureau;mindware;5/5/2022;;Media;;;;
smd;mindware;5/5/2022;Uk;Industrial;;;;
simpsonplastering;mindware;5/5/2022;Uk;Construction;;;;
nottco;mindware;5/5/2022;Usa;Industrial;;;;
micropakkn;mindware;5/5/2022;;;;;;
mediuscorp;mindware;5/5/2022;Usa;Media;;;;
diager;mindware;5/5/2022;;Industrial;;;;
callinc;mindware;5/5/2022;;Service;;;;
allwell;mindware;5/5/2022;Usa;Healthcare;;;;
acorentacar;mindware;5/5/2022;Usa;Industrial;;;;
ELTA Hellenic Post;vicesociety;4/5/2022;;Service;;;;
Haynes Manuals;vicesociety;4/5/2022;Uk;Service;;;;
Zito Media;blackbasta;4/5/2022;Usa;Service;;;;
FawVolkswagen Automobile Co.;hiveleak;4/5/2022;China;Industrial;;;;
Tosoh Bioscience;lorenz;4/5/2022;Japan;Technology;;;;
rogz;lockbit2;4/5/2022;Uk;Energy;;;;
nizing.tw;lockbit2;4/5/2022;Taiwan;Technology;;;;
aref.government;lockbit2;4/5/2022;Russia;Public;;;;
EYP;conti;4/5/2022;Germany;Public;;;;
BRITISH LINK KUWAIT;alphv;3/5/2022;Kuwait;Service;;;;
Asia Pacific University;vicesociety;3/5/2022;Malaysia;Education;;;;
Unicity International;revil;3/5/2022;Usa;Healthcare;;;;
Sarasin & partners LLP;alphv;3/5/2022;Uk;Service;;;;
Municipality of Posadas;kelvinsecurity;3/5/2022;Paraguay;Public;;;;
bfclcoin;kelvinsecurity;3/5/2022;;Financial;;;;
Instance IT Solutions India;kelvinsecurity;3/5/2022;India;Technology;;;;
fivestar;lockbit2;3/5/2022;Usa;Technology;;;;
Jameco Electronics;blackbasta;2/5/2022;Usa;Technology;;;;
PRGX Global Inc.;blackbasta;2/5/2022;Usa;Service;;;;
The Scholz Group;blackbasta;2/5/2022;Germany;Service;;;;
erediriva.it;lockbit2;2/5/2022;Italy;Construction;;;;
cwaengineers.co;lockbit2;2/5/2022;Colombia;Service;;;;
agenilsen.no;lockbit2;2/5/2022;Norway;Consumer;;;;
Limited May Access Sale;everest;2/5/2022;;;;;;
FRANSABANK;blackbyte;2/5/2022;Lebanon;Financial;;;;
M+R SPEDAG GROUP;blackbyte;2/5/2022;Switzerland;Transportation;;;;
SOGEGROSS SPA;blackbyte;2/5/2022;Italy;Retail;;;;
vestas;lockbit2;2/5/2022;;Industrial;;;;
CPQD BANCO CENTRAL OF BRASIL BLOCKHAIN;lv;2/5/2022;Brazil;Financial;;;;
ethiopianai;lockbit2;1/5/2022;Ethiopia;Technology;;;;
Collegiate sports medicine;everest;1/5/2022;Canada;Entertainment;;;;
zdg;lockbit2;1/5/2022;Usa;Construction;;;;
smtuc.pt;lockbit2;1/5/2022;Portugal;Transportation;;;;
orthopaedieapp;lockbit2;1/5/2022;Germany;Healthcare;;;;
Phoenix/Packaging Inc.;alphv;30/4/2022;Usa;Industrial;;;;
Municipio de Quito;alphv;30/4/2022;Ecuador;Public;;;;
Innotec;alphv;30/4/2022;Italy;Industrial;;;;
sagefruit;lockbit2;30/4/2022;Usa;Retail;;;;
hispanoamerican;lockbit2;30/4/2022;Usa;Service;;;;
7generations.or;lockbit2;30/4/2022;Usa;Education;;;;
Valley Rentals;quantum;29/4/2022;;Service;;;;
Hufcor;quantum;29/4/2022;Usa;Industrial;;;;
Grosvenor Engineering Group;quantum;29/4/2022;Australia;Service;;;;
Drive Products;quantum;29/4/2022;Canada;Industrial;;;;
Petro Serve;quantum;29/4/2022;Usa;Retail;;;;
Henry;quantum;29/4/2022;;;;;;
brid;lockbit2;29/4/2022;;Service;;;;
innotecgroup;alphv;29/4/2022;Italy;Industrial;;;;
Monterey Mechanical Co.;hiveleak;29/4/2022;Usa;Industrial;;;;
watermarkbeachr;lockbit2;29/4/2022;Usa;Retail;;;;
Mercadocar Mercantil Ltda.;vicesociety;29/4/2022;Brazil;Industrial;;;;
Suhl. City in Germany;vicesociety;29/4/2022;Germany;Public;;;;
MOTIVEENERGY;lv;29/4/2022;Usa;Energy;;;;
Associazione Bancaria Italiana;vicesociety;29/4/2022;Italy;Financial;;;;
Domingues and Pinho Contadores;vicesociety;29/4/2022;Brazil;Service;;;;
Building Plastics;vicesociety;29/4/2022;Usa;Industrial;;;;
Fonseca Supermarkets;vicesociety;29/4/2022;Brazil;Retail;;;;
GOLDENDUCK GROUP;vicesociety;29/4/2022;Thailand;Industrial;;;;
Pacific Maritime Industries Corp.;onyx;29/4/2022;Usa;Industrial;;;;
WAYNE FAMILY PRACTICE;onyx;29/4/2022;Usa;Healthcare;;;;
Advantage Direct Care;onyx;29/4/2022;Usa;Healthcare;;;;
C&C FARMERS SUPPLY CORP;onyx;29/4/2022;Usa;Hospitality;;;;
Semaphore Solutions Inc;onyx;29/4/2022;Canada;Service;;;;
Ackerman Plumbing Inc;onyx;29/4/2022;Usa;Industrial;;;;
quito.gob.ec;alphv;28/4/2022;Ecuador;Public;;;;
LARON an otp industrial solutions company;conti;28/4/2022;Spain;Transportation;;;;
Levantina;vicesociety;28/4/2022;Italy;Construction;;;;
Stratton Financial;vicesociety;28/4/2022;Australia;Financial;;;;
Est Ensemble;vicesociety;28/4/2022;France;Public;;;;
Tehama County Social Services;quantum;28/4/2022;Usa;Service;;;;
Ragle Incorporated;blackbasta;28/4/2022;Usa;Construction;;;;
hydromaxusa;lockbit2;28/4/2022;Usa;Service;;;;
Attica Group;hiveleak;28/4/2022;Morocco;Transportation;;;;
CORFERIAS;vicesociety;28/4/2022;Colombia;Entertainment;;;;
ALMANIE GROUP;vicesociety;28/4/2022;Kuwait;Retail;;;;
ospreyvideo;lockbit2;28/4/2022;Usa;Media;;;;
warrengibson.co;lockbit2;27/4/2022;Canada;Transportation;;;;
davislandscapel;lockbit2;27/4/2022;Uk;Industrial;;;;
Elgin County;quantum;27/4/2022;Canada;Public;;;;
PhoenixPackagingPA;alphv;27/4/2022;Usa;Industrial;;;;
Alliant Physical Therapy;alphv;27/4/2022;Usa;Healthcare;;;;
For Peru;conti;27/4/2022;Peru;Service;;;;
ADA;blackbasta;26/4/2022;France;Healthcare;;;;
TÜV NORD GROUP;blackbasta;26/4/2022;Germany;Service;;;;
Plauen Stahl Technologie GmbH;blackbasta;26/4/2022;Germany;Industrial;;;;
Oralia;blackbasta;26/4/2022;France;Industrial;;;;
Boswell Engineering;blackbasta;26/4/2022;Usa;Service;;;;
LECHLER S.p.A.;blackbasta;26/4/2022;Italy;Service;;;;
Laiteries Reunies Societe cooperative;blackbasta;26/4/2022;Switzerland;Hospitality;;;;
IMA Schelling Group;blackbasta;26/4/2022;Usa;Industrial;;;;
LACKS;blackbasta;26/4/2022;;;;;;
Basler Versicherungen;blackbasta;26/4/2022;Germany;Service;;;;
Deutsche Windtechnik;blackbasta;26/4/2022;Germany;Energy;;;;
SSK IngenierÃ­a Y ConstrucciÃ³n S.A.C.;hiveleak;26/4/2022;Peru;Construction;;;;
jwanderson;alphv;26/4/2022;Uk;Industrial;;;;
FRISA;alphv;26/4/2022;Mexico;Industrial;;;;
Confcommercio Alessandria Home E REGIONE SARDEGNA;quantum;26/4/2022;Italy;Service;;;;
Danaher;stormous;25/4/2022;Usa;Service;;;;
Mattele;stormous;25/4/2022;Usa;Entertainment;;;;
CocaCola;stormous;25/4/2022;Usa;Hospitality;;;;
Waiting for next;kelvinsecurity;25/4/2022;;;;;;
NATION Costa Rica;kelvinsecurity;25/4/2022;Costa rica;Entertainment;;;;
Elgin_Ca;conti;25/4/2022;;Public;;;;
multimmobiliare;lockbit2;25/4/2022;Switzerland;Hospitality;;;;
huesser.ch;lockbit2;25/4/2022;Switzerland;Industrial;;;;
emucor;lockbit2;25/4/2022;Spain;Healthcare;;;;
cronos.ar;lockbit2;25/4/2022;Argentina;Service;;;;
schriesheim;lockbit2;25/4/2022;Germany;Public;;;;
kdaponte;lockbit2;24/4/2022;Usa;Construction;;;;
innotecgroup;alphv;24/4/2022;Usa;Industrial;;;;
ALEXIM;clop;24/4/2022;Usa;Transportation;;;;
Coopbank Pertama;suncrypt;24/4/2022;Malaysia;Financial;;;;
valoores;lockbit2;23/4/2022;Netherlands;Technology;;;;
tigergroup.ae;lockbit2;23/4/2022;United arab emirates;Service;;;;
greenex;lockbit2;23/4/2022;Usa;Energy;;;;
ccfsinc;lockbit2;23/4/2022;Usa;Healthcare;;;;
tigergroup;lockbit2;23/4/2022;United arab emirates;Service;;;;
valoore;lockbit2;23/4/2022;;;;;;
Jasec;conti;23/4/2022;Austria;Service;;;;
Mossbourne Federation;vicesociety;23/4/2022;Uk;Education;;;;
Centre Hospitalier de Castelluccio;vicesociety;22/4/2022;France;Healthcare;;;;
Stratford University;revil;22/4/2022;Usa;Education;;;;
Calvetti Ferguson;alphv;22/4/2022;Usa;Financial;;;;
prophoenix;cuba;22/4/2022;Usa;Technology;;;;
metrobrokers;cuba;22/4/2022;Usa;Financial;;;;
simplilearn.net;lockbit2;22/4/2022;Usa;Service;;;;
fazenda.rj.gov;lockbit2;22/4/2022;Brazil;Public;;;;
lifestylesoluti;lockbit2;22/4/2022;Austria;Service;;;;
produitsneptune;lockbit2;22/4/2022;Canada;Hospitality;;;;
ekz;lockbit2;22/4/2022;Germany;Entertainment;;;;
wilshire;lockbit2;22/4/2022;Usa;Financial;;;;
huntongroup;lockbit2;22/4/2022;Usa;Energy;;;;
beckerlaw;lockbit2;22/4/2022;Usa;Service;;;;
PT Pertamina Gas;kelvinsecurity;22/4/2022;Indonesia;Energy;;;;
CR ASIA;kelvinsecurity;1/4/2022;Thailand;Retail;;;;
Pakistan Human Rights;kelvinsecurity;1/4/2022;Pakistan;Service;;;;
ANTEL;kelvinsecurity;1/4/2022;Philippines;Communication;;;;
Salvadoran Ministry of Foreign Affairs;kelvinsecurity;1/4/2022;Belize;Public;;;;
Nestle;kelvinsecurity;1/4/2022;Switzerland;Hospitality;;;;
CORT;kelvinsecurity;1/4/2022;Usa;Entertainment;;;;
Banco do Brasil;kelvinsecurity;1/4/2022;Brazil;Financial;;;;
BMW CHILE;kelvinsecurity;1/4/2022;Chile;Industrial;;;;
BEXIMCO;kelvinsecurity;1/4/2022;Bangladesh;Industrial;;;;
Cellulant Corporation;kelvinsecurity;1/4/2022;Kenya;Financial;;;;
Equicom SAVINGS BANK;kelvinsecurity;1/4/2022;Philippines;Financial;;;;
eGOV;kelvinsecurity;1/4/2022;Belgium;Energy;;;;
ICONIC;kelvinsecurity;1/4/2022;Australia;Retail;;;;
caribetours;kelvinsecurity;1/4/2022;Dominican republic;Hospitality;;;;
CARACOL TV COLOMBIA;kelvinsecurity;1/4/2022;Colombia;Technology;;;;
incegd;lockbit2;22/4/2022;Uk;Service;;;;
Small Industries Development;vicesociety;21/4/2022;India;Financial;;;;
Al Bijjar;arvin club;21/4/2022;Usa;Retail;;;;
tvothai;lockbit2;21/4/2022;Thailand;Hospitality;;;;
Maristes Hermitage;vicesociety;21/4/2022;France;Service;;;;
DDC;darkleakmarket;21/4/2022;Uk;Communication;;;;
asp.messina.it;lockbit2;21/4/2022;Italy;Healthcare;;;;
Panasonic ;darkleakmarket;21/4/2022;Canada;Technology;;;;
Volvo ;darkleakmarket;21/4/2022;Sweden;Industrial;;;;
UKG Kronos;darkleakmarket;21/4/2022;Uruguay;Service;;;;
T Mobile;darkleakmarket;21/4/2022;Usa;Technology;;;;
breadt;lockbit2;21/4/2022;;;;;;
US Cellular;darkleakmarket;21/4/2022;Usa;Technology;;;;
Major indian cryptocurrency;darkleakmarket;21/4/2022;India;Financial;;;;
Asfaltproductienijmegen;revil;21/4/2022;Netherlands;Service;;;;
CYMZ;revil;21/4/2022;Usa;Construction;;;;
oilindia;revil;21/4/2022;India;Energy;;;;
SimonsonLumber Inc.;ragnarlocker;20/4/2022;Usa;Industrial;;;;
Visotec Group visotec;revil;20/4/2022;France;Industrial;;;;
Attica Group;conti;20/4/2022;Morocco;Transportation;;;;
Reckitt Benckiser;everest;20/4/2022;Usa;Healthcare;;;;
baugeschaeftbo;lockbit2;20/4/2022;;Construction;;;;
DavislandscapeL;lockbit2;20/4/2022;Usa;Service;;;;
AM International;arvin club;20/4/2022;Syria;Entertainment;;;;
Trace Midstream;alphv;20/4/2022;Usa;Energy;;;;
lekise;lockbit2;20/4/2022;Thailand;Industrial;;;;
MAGNAREIKELAND;lockbit2;20/4/2022;Norway;Industrial;;;;
Camden City School District;quantum;20/4/2022;Usa;Education;;;;
ingesw;lockbit2;20/4/2022;United arab emirates;Service;;;;
Instituto Meteorológico Nacional;conti;19/4/2022;Costa rica;Service;;;;
Del Sol;conti;19/4/2022;;;;;;
secova | Secova Inc;alphv;19/4/2022;Usa;Service;;;;
compagniedephal;lockbit2;19/4/2022;;Transportation;;;;
For Costa Rica;conti;19/4/2022;Costa rica;Hospitality;;;;
reitzner;lockbit2;19/4/2022;Germany;Technology;;;;
procab.se;lockbit2;19/4/2022;Sweden;Industrial;;;;
keiseiconst.jp;lockbit2;19/4/2022;Japan;Construction;;;;
jannone.it;lockbit2;19/4/2022;Italy;Industrial;;;;
groupecorbat.c;lockbit2;19/4/2022;Switzerland;Industrial;;;;
daumar;lockbit2;19/4/2022;Usa;Industrial;;;;
tnmed;lockbit2;19/4/2022;Usa;Healthcare;;;;
ssisteel;lockbit2;19/4/2022;Thailand;Industrial;;;;
Barakat Travel and Private Jet was;alphv;18/4/2022;;Hospitality;;;;
Centris;conti;18/4/2022;;Hospitality;;;;
Nordex SE;conti;18/4/2022;Germany;Industrial;;;;
rockportmusic;lockbit2;18/4/2022;Usa;Entertainment;;;;
MILLS GROUP;hiveleak;18/4/2022;Usa;Industrial;;;;
gruppoathesis.i;lockbit2;18/4/2022;Italy;Entertainment;;;;
kainzhaustechn.;lockbit2;18/4/2022;;Industrial;;;;
villesa;lockbit2;18/4/2022;;Hospitality;;;;
NuLife Med;vicesociety;17/4/2022;Usa;Healthcare;;;;
Ministerio de Hacienda Republica de Costa Rica;conti;17/4/2022;Costa rica;Public;;;;
Tucker Door &amp Trim;conti;17/4/2022;Usa;Retail;;;;
Standard Building Supplies Ltd.;everest;16/4/2022;Canada;Construction;;;;
DJS associate;suncrypt;16/4/2022;Usa;Service;;;;
inlandengineer;lockbit2;15/4/2022;Usa;Service;;;;
Importador Ferretero Trujillo Cia. Ltda;lv;15/4/2022;Ecuador;Service;;;;
inlande;lockbit2;15/4/2022;;;;;;
enclosuresoluti;lockbit2;15/4/2022;South africa;Industrial;;;;
CJ Pony Parts;conti;15/4/2022;Usa;Industrial;;;;
museumdingo;lockbit2;15/4/2022;Australia;Entertainment;;;;
eNoah it solutions;alphv;15/4/2022;India;Technology;;;;
Basra Multipurposr Terminal;midas;14/4/2022;Iraq;Transportation;;;;
Big Horn Plastering of Colorado;conti;14/4/2022;Usa;Construction;;;;
verifiedlabel.c;lockbit2;14/4/2022;Usa;Service;;;;
cassinobuilding;lockbit2;14/4/2022;Usa;Service;;;;
Abileneisd;cloak;14/6/2024;Usa;Education;2600;$133.1M;;
Musco Sports Lighting;lorenz;14/4/2022;Usa;Entertainment;;;;
soharportandfre;lockbit2;14/4/2022;Saudi arabia;Transportation;;;;
radmangroup;lockbit2;14/4/2022;Iran;Service;;;;
Gemeente Buren;suncrypt;14/4/2022;Netherlands;Public;;;;
kpcg.hk;lockbit2;14/4/2022;China;Service;;;;
cyberapex;lockbit2;14/4/2022;China;Technology;;;;
polyplastics.co;lockbit2;14/4/2022;China;Industrial;;;;
Elevate Services;conti;14/4/2022;Usa;Service;;;;
verifiedlab;lockbit2;14/4/2022;Usa;Hospitality;;;;
mpm.fr;lockbit2;14/4/2022;France;Industrial;;;;
Atlas Copco;suncrypt;14/4/2022;Italy;Industrial;;;;
cassinobuil;lockbit2;14/4/2022;Usa;Technology;;;;
tpdrug;lockbit2;14/4/2022;Thailand;Healthcare;;;;
heartlandHealthcare;lockbit2;13/4/2022;Usa;Healthcare;;;;
applya;lockbit2;13/4/2022;Usa;Service;;;;
Standard Building Supplies Ltd;everest;13/4/2022;Canada;Service;;;;
Simply Placed;lorenz;13/4/2022;Usa;Hospitality;;;;
getgreenenergy;lockbit2;13/4/2022;South africa;Energy;;;;
northstari;lockbit2;13/4/2022;Canada;Communication;;;;
Supplies Company in British Columbia;everest;12/4/2022;Canada;Retail;;;;
TIC International Corporation;conti;12/4/2022;Usa;Service;;;;
inglotcosmetics;lockbit2;12/4/2022;Poland;Energy;;;;
breadtalk;lockbit2;12/4/2022;Singapore;Hospitality;;;;
DeeZee;lorenz;12/4/2022;Usa;Consumer;;;;
tavistock;cuba;12/4/2022;Uk;Public;;;;
bet9ja | goldbet.it;alphv;12/4/2022;Italy;Entertainment;;;;
North Carolina A&T State University (ncat.edu);alphv;12/4/2022;Usa;Service;;;;
DC ADVISORY;alphv;12/4/2022;Usa;Financial;;;;
Florida International University (fiu.edu);alphv;12/4/2022;Usa;Education;;;;
tgs.ar;alphv;12/4/2022;Argentina;Energy;;;;
wallyedgar | Wally Edgar Chevrolet;alphv;12/4/2022;Usa;Industrial;;;;
Epic Games ;stormous;12/4/2022;Usa;Entertainment;;;;
National Rehabilitation Training Center;stormous;12/4/2022;India;Healthcare;;;;
ALAM LMS;stormous;12/4/2022;Malaysia;Education;;;;
Delhi Heights School;stormous;12/4/2022;India;Education;;;;
Success Neeti;stormous;12/4/2022;India;Service;;;;
JetStar;quantum;12/4/2022;Australia;Transportation;;;;
Hi Tech HoneyComb;quantum;12/4/2022;Usa;Technology;;;;
